id,subject,sender,email_text,has_link,has_attachment,urgency_flag,label
579,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
580,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
581,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
582,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,1,0,legitimate
583,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,0,0,legitimate
584,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
585,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
586,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
587,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
588,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
589,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
590,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
591,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,1,0,legitimate
592,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
593,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
594,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
595,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
596,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
597,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
598,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
599,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
600,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
601,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
602,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
603,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
604,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
605,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
606,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
607,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
608,Monthly Report,admin@company.com,Please find attached the monthly report.,1,1,0,legitimate
609,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
610,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
611,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
612,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
613,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
614,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
615,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
616,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
617,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
618,Monthly Report,admin@company.com,Please find attached the monthly report.,1,1,0,legitimate
619,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
620,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
621,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
622,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
623,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
624,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
625,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
626,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
627,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
628,Monthly Report,admin@company.com,Please find attached the monthly report.,1,1,0,legitimate
629,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,0,0,legitimate
630,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
631,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,0,0,legitimate
632,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
633,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
634,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
635,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
636,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
637,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
638,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
639,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
640,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
641,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
642,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
643,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
644,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
645,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
646,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
647,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
648,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
649,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
650,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
651,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
652,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
653,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
654,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
655,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,1,0,legitimate
656,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
657,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
658,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
659,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
660,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
661,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
662,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
663,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,1,0,legitimate
664,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
665,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
666,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,0,0,legitimate
667,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
668,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
669,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
670,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
671,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
672,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
673,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
674,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
675,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
676,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
677,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,1,0,legitimate
678,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,1,0,legitimate
679,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
680,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
681,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
682,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
683,Monthly Report,admin@company.com,Please find attached the monthly report.,1,1,0,legitimate
684,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
685,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
686,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
687,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
688,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
689,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
690,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
691,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
692,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
693,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
694,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
695,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
696,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
697,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,1,0,legitimate
698,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
699,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
700,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
701,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
702,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
703,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
704,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,1,0,legitimate
705,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
706,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
707,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
708,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,0,0,legitimate
709,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
710,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
711,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
712,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
713,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
714,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
715,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,1,0,legitimate
716,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
717,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
718,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
719,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
720,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,0,0,legitimate
721,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
722,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
723,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
724,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
725,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
726,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
727,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
728,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
729,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
730,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
731,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
732,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
733,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
734,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
735,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
736,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
737,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,1,0,legitimate
738,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
739,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,1,0,legitimate
740,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
741,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
742,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
743,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
744,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
745,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
746,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
747,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
748,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,1,0,legitimate
749,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,0,0,legitimate
750,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
751,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,1,0,legitimate
752,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,0,0,legitimate
753,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
754,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
755,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
756,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
757,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
758,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
759,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
760,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,0,1,phishing
761,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,1,0,legitimate
762,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
763,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
764,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
765,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
766,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
767,Monthly Report,admin@company.com,Please find attached the monthly report.,0,0,0,legitimate
768,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
769,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
770,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
771,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
772,Monthly Report,admin@company.com,Please find attached the monthly report.,0,1,0,legitimate
773,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,0,1,0,legitimate
774,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
775,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
776,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,1,1,0,legitimate
777,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,1,1,phishing
778,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,0,0,legitimate
779,Salary Payment Notification,hr@company.com,Your salary has been credited successfully.,0,1,0,legitimate
780,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
781,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
782,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,1,0,legitimate
783,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,1,0,0,legitimate
784,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
785,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
786,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
787,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
788,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
789,Account suspended alert,support@bank-secure.com,Your account has been suspended. Click link to verify now.,1,0,1,phishing
790,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,1,0,legitimate
791,Team Meeting Reminder,manager@company.com,Meeting scheduled for tomorrow at 10am.,0,1,0,legitimate
792,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,0,1,phishing
793,Monthly Report,admin@company.com,Please find attached the monthly report.,1,0,0,legitimate
794,Password Expiry Notice,it-support@securemail.com,"Dear user, your email password expires today. Reset now.",1,1,1,phishing
795,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,0,1,phishing
796,Congratulations Winner!,promo@lottery-ng.com,"You have won ??500,000. Click here to claim.",1,1,1,phishing
797,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
798,BVN Update Required,noreply@fakebank.com,Urgent: Update your BVN immediately to avoid restriction.,1,1,1,phishing
799,Order Delivered,sales@shop.com,Your order has been delivered. Thank you for shopping.,1,1,0,legitimate
800,Monthly Report,admin@company.com,Please find attached the monthly report.,1,1,0,legitimate
